"Date";"Shift";"Sampling_time";"CJ_Pol";"CJ_Brix";"FJ_Pol";"FJ_Brix";"UtrSyrp_Pol";"UtrSyrp_Brix";"RawMc_Pol";"RawMc_Brix";"R1Mc_Pol";"R1Mc_Brix";"R2Mc_Pol";"R2Mc_Brix";"BMc_Pol";"BMc_Brix";"CMc_Pol";"CMc_Brix";"AH_Mol_Pol";"AH_Mol_Brix";"AL_Mol_Pol";"AL_Mol_Brix";"R1_Mol_Pol";"R1_Mol_Brix";"R2_Mol_Pol";"R2_Mol_Brix";"BH_Mol_Pol";"BH_Mol_Brix";"CL_Mol_Pol";"CL_Mol_Brix";"FMol_Pol";"FMol_Brix";"FCake_Pol";"op_mode";"R1Mc_IU";"R2Mc_IU";"R1Mol_IU";"R2Mol_IU";"RawMlt_Pol";"RawMlt_Brix";"RawMlt_IU";"ClearMlt_Pol";"ClearMlt_Brix";"ClearMlt_IU";"Pol_FineLiqourMelt";"Brix_FineLiqourMelt";"IU_FineLiqourMelt";"IERInlet_IU";"IERInlet_PH";"IEROutlet_IU";"IEROutlet_PH";"timestamp"
"2024-02-21";"A";"1-2 PM";11.61;13.94;10.17;13.06;58.95;71.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.4;91.2;1.89;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-21 16:01:39"
"2024-02-21";"A";"3-4 PM";11.63;14.07;9.92;12.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-21 16:02:03"
"2024-02-21";"B";"5-6 PM";11.84;14.21;10.33;13.31;59.8;72.2;80.3;90.6;87.3;88.2;0.0;0.0;67.1;93.2;52.5;96.3;55.0;77.1;58.6;68.1;72.2;73.1;0.0;0.0;42.6;84.2;52.1;77.1;32.3;88.9;2.1;"C Heavy";0.0;0.0;0.0;0.0;62.1;63.1;890.0;60.0;60.7;614.0;60.7;61.1;223.0;0.0;0.0;0.0;0.0;"2024-02-22 07:22:57"
"2024-02-21";"B";"7-8 PM";11.76;14.07;10.27;13.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-22 07:23:35"
"2024-02-21";"B";"9-10 PM";11.88;14.25;10.33;13.15;59.15;71.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.2;89.3;1.91;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-22 07:24:34"
"2024-02-21";"B";"11-12 AM";11.81;14.11;10.17;12.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-22 07:25:05"
"2024-02-21";"C";"1-2 AM";12.05;14.37;9.51;12.03;56.0;67.55;80.1;91.3;86.5;87.6;0.0;0.0;67.3;93.0;50.3;97.0;59.7;80.4;60.4;70.4;71.1;73.0;0.0;0.0;41.8;86.6;47.2;69.4;32.2;88.6;1.94;"C Heavy";0.0;0.0;1576.0;0.0;61.0;62.1;895.0;59.6;60.4;546.0;59.8;60.1;150.0;0.0;0.0;0.0;0.0;"2024-02-22 07:28:32"
"2024-02-21";"C";"3-4 AM";11.94;14.21;9.53;12.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-22 07:29:04"
"2024-02-22";"A";"9-10 AM";11.84;14.17;7.75;9.56;62.75;75.85;80.2;92.0;87.0;88.0;0.0;0.0;66.8;93.0;50.8;96.0;59.9;79.1;61.0;67.4;73.0;74.1;0.0;0.0;41.4;86.2;49.8;80.2;33.3;90.6;1.9;"C Heavy";0.0;0.0;1342.0;0.0;61.3;62.4;798.0;60.5;61.4;554.0;61.1;61.4;221.0;0.0;0.0;0.0;0.0;"2024-02-22 15:59:33"
"2024-02-22";"A";"11-12 AM";11.73;13.94;9.42;12.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-22 15:59:53"
"2024-02-22";"A";"1-2 PM";11.76;14.1;9.9;12.6;59.7;71.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.5;89.6;1.86;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-22 16:00:39"
"2024-02-22";"A";"3-4 PM";11.66;14.02;10.28;13.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-22 16:00:58"
"2024-02-22";"B";"5-6 PM";12.04;14.41;10.47;13.41;60.35;72.85;80.3;91.3;85.3;86.3;0.0;0.0;68.3;94.1;51.7;97.6;58.2;76.4;61.7;68.4;68.5;69.4;0.0;0.0;41.6;81.6;51.3;76.4;33.0;89.2;2.4;"C Heavy";509.0;0.0;1678.0;0.0;62.0;63.1;821.0;61.4;62.3;572.0;59.9;60.3;193.0;0.0;0.0;0.0;0.0;"2024-02-22 23:39:29"
"2024-02-22";"B";"7-8 PM";11.63;13.79;10.02;12.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-22 23:40:05"
"2024-02-22";"B";"9-10 PM";11.55;13.92;10.03;12.86;59.45;71.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;88.0;1.8;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-22 23:41:04"
"2024-02-22";"B";"11-12 AM";11.69;13.89;9.21;11.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-22 23:41:35"
"2024-02-23";"A";"9-10 AM";11.91;14.42;8.86;11.33;57.35;69.05;80.2;91.0;86.3;87.6;0.0;0.0;67.1;92.0;54.0;97.9;58.9;78.4;68.6;76.8;69.7;71.4;0.0;0.0;43.7;86.6;50.7;80.6;33.7;91.0;1.83;"C Heavy";643.0;0.0;1374.0;0.0;62.3;63.4;709.0;60.6;61.4;467.0;58.9;59.4;147.0;0.0;0.0;0.0;0.0;"2024-02-23 16:15:42"
"2024-02-23";"A";"11-12 AM";11.8;14.04;9.34;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-23 16:16:04"
"2024-02-23";"A";"1-2 PM";11.61;13.94;9.87;12.56;58.85;71.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.7;91.6;1.9;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-23 16:16:52"
"2024-02-23";"A";"3-4 PM";11.78;14.07;9.47;12.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-23 16:17:20"
"2024-02-23";"B";"5-6 PM";12.12;14.61;10.72;13.74;58.0;70.05;80.3;91.3;86.1;87.3;0.0;0.0;68.5;92.6;54.1;96.3;59.4;79.6;61.1;66.7;66.8;68.7;0.0;0.0;45.5;86.9;52.6;78.1;33.0;89.6;1.75;"C Heavy";649.0;0.0;1703.0;0.0;57.1;58.1;829.0;58.9;59.7;592.0;54.1;54.5;212.0;0.0;0.0;0.0;0.0;"2024-02-23 23:47:10"
"2024-02-23";"B";"7-8 PM";11.73;13.91;10.07;12.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-23 23:47:50"
"2024-02-23";"B";"9-10 PM";11.66;14.02;9.42;12.07;59.65;71.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.9;88.6;1.84;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-23 23:49:28"
"2024-02-23";"B";"11-12 AM";11.76;13.89;9.65;12.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-23 23:50:02"
"2024-02-23";"C";"1-2 AM";11.82;14.09;9.56;12.16;56.35;68.2;81.2;92.0;86.4;87.6;0.0;0.0;67.7;92.0;50.0;92.2;56.9;77.2;57.9;67.2;68.5;72.8;0.0;0.0;41.4;82.3;47.3;68.2;32.2;88.6;2.1;"C Heavy";0.0;0.0;0.0;0.0;61.2;62.4;846.0;59.6;60.4;609.0;58.7;59.1;188.0;0.0;0.0;0.0;0.0;"2024-02-24 10:22:07"
"2024-02-23";"C";"3-4 AM";11.6;13.87;9.68;12.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-24 10:22:33"
"2024-02-23";"C";"5-6 AM";11.99;14.37;9.87;12.66;57.9;69.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.4;88.7;1.94;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-24 10:23:57"
"2024-02-23";"C";"7-8 AM";11.9;14.21;9.8;12.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-24 10:24:18"
"2024-02-24";"A";"9-10 AM";11.8;14.17;9.85;12.76;58.6;70.85;78.9;90.0;87.0;88.0;0.0;0.0;65.1;91.0;53.4;96.6;0.0;0.0;59.5;67.4;71.5;72.4;0.0;0.0;43.5;82.6;48.6;77.4;33.2;91.0;1.89;"C Heavy";495.0;0.0;0.0;0.0;59.8;60.8;844.0;58.1;58.8;613.0;58.5;58.8;210.0;0.0;0.0;0.0;0.0;"2024-02-24 16:02:58"
"2024-02-24";"A";"11-12 AM";11.71;13.91;9.74;12.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-24 16:03:18"
"2024-02-24";"A";"1-2 PM";11.81;14.14;9.82;12.52;59.45;71.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.3;89.0;1.93;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-24 16:05:30"
"2024-02-24";"A";"3-4 PM";11.78;14.01;9.93;12.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-24 16:05:54"
"2024-02-24";"B";"5-6 PM";11.97;14.34;9.65;12.26;60.2;72.55;80.1;91.0;86.6;87.6;0.0;0.0;66.7;92.6;53.3;97.1;59.9;78.4;55.7;63.1;71.7;72.7;0.0;0.0;43.5;81.9;50.7;74.1;31.2;87.2;1.94;"C Heavy";607.0;0.0;1613.0;0.0;61.3;62.4;965.0;58.9;59.7;586.0;57.4;57.7;273.0;0.0;0.0;0.0;0.0;"2024-02-24 23:29:42"
"2024-02-24";"B";"7-8 PM";11.9;14.17;9.95;12.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-24 23:30:14"
"2024-02-24";"B";"9-10 PM";11.92;14.32;9.75;12.48;58.85;70.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.8;87.9;1.89;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-24 23:31:28"
"2024-02-24";"B";"11-12 AM";11.7;13.89;9.49;12.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-24 23:31:57"
"2024-02-24";"C";"1-2 AM";11.78;14.07;10.01;12.76;62.2;74.85;80.16;91.3;87.05;88.0;0.0;0.0;70.2;93.0;50.3;95.0;58.9;79.0;60.5;67.8;68.1;69.2;0.0;0.0;42.4;84.0;47.5;70.8;32.2;87.0;1.99;"C Heavy";0.0;0.0;0.0;0.0;61.95;63.1;936.0;59.6;60.4;627.0;58.7;59.1;244.0;0.0;0.0;0.0;0.0;"2024-02-25 15:55:35"
"2024-02-24";"C";"3-4 AM";11.62;13.96;9.74;12.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-25 15:56:10"
"2024-02-24";"C";"5-6 AM";12.02;14.36;9.5;12.16;59.45;71.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.8;89.3;1.8;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-25 15:56:52"
"2024-02-24";"C";"7-8 AM";11.75;14.17;9.34;11.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-25 15:57:20"
"2024-02-25";"A";"9-10 AM";11.99;14.31;10.6;13.64;59.8;72.05;80.5;91.0;86.3;87.3;0.0;0.0;67.6;93.0;50.8;95.6;59.1;77.5;52.0;58.8;70.6;71.7;0.0;0.0;43.9;88.6;49.3;81.9;33.2;91.0;1.83;"C Heavy";619.0;0.0;1388.0;0.0;62.3;63.4;742.0;61.6;62.4;549.0;60.1;60.4;220.0;0.0;0.0;0.0;0.0;"2024-02-25 16:00:44"
"2024-02-25";"A";"11-12 AM";11.84;14.07;10.2;13.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-25 16:01:30"
"2024-02-25";"A";"1-2 PM";11.84;14.17;10.42;13.37;58.6;70.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.8;89.0;1.85;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-25 16:02:49"
"2024-02-25";"A";"3-4 PM";11.66;13.97;10.57;13.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-25 16:03:08"
"2024-02-26";"B";"5-6 PM";12.08;14.47;10.35;13.24;62.3;75.2;79.8;90.6;86.6;87.6;0.0;0.0;68.3;93.6;51.5;96.3;58.2;78.6;61.2;68.4;69.5;70.4;0.0;0.0;42.6;86.6;52.3;77.6;32.2;87.6;1.82;"C Heavy";548.0;0.0;1533.0;0.0;59.3;60.4;841.0;57.6;58.1;584.0;57.4;57.7;187.0;0.0;0.0;0.0;0.0;"2024-02-26 00:07:14"
"2024-02-26";"B";"7-8 PM";11.82;14.07;10.23;13.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-26 00:08:08"
"2024-02-26";"B";"9-10 PM";11.77;13.92;10.29;13.17;60.85;73.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.8;89.0;1.86;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-26 00:09:15"
"2024-02-26";"B";"11-12 AM";11.79;14.21;10.03;12.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-26 00:09:46"
"2024-02-26";"A";"9-10 AM";12.11;14.41;9.93;12.61;61.75;74.35;80.6;91.6;87.1;88.1;0.0;0.0;69.0;94.0;52.3;95.3;56.7;76.3;56.5;63.8;70.8;71.4;0.0;0.0;42.6;86.0;50.1;79.6;33.3;90.0;2.1;"C Heavy";456.0;0.0;1402.0;0.0;62.7;63.8;959.0;57.7;58.4;644.0;57.9;58.4;245.0;0.0;0.0;0.0;0.0;"2024-02-26 15:45:45"
"2024-02-26";"A";"11-12 AM";11.9;14.21;10.07;12.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-26 15:46:12"
"2024-02-26";"A";"1-2 PM";11.76;13.92;9.72;12.36;59.85;72.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;89.0;1.9;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-26 15:47:13"
"2024-02-26";"A";"3-4 PM";11.63;13.98;8.99;11.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-26 15:47:37"
"2024-02-26";"B";"5-6 PM";12.02;14.34;10.36;13.12;63.4;76.2;80.1;91.3;86.55;87.4;0.0;0.0;68.5;93.0;49.8;95.0;57.4;76.8;60.1;65.4;69.6;70.4;0.0;0.0;41.4;80.8;47.3;68.8;33.3;88.3;1.92;"C Heavy";0.0;0.0;0.0;0.0;61.9;63.1;867.0;59.3;60.1;619.0;59.0;59.4;238.0;0.0;0.0;0.0;0.0;"2024-02-26 23:35:15"
"2024-02-26";"B";"7-8 PM";11.62;13.96;10.08;12.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-26 23:35:48"
"2024-02-26";"B";"9-10 PM";11.7;14.0;9.98;12.7;61.25;73.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.2;85.3;1.89;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-26 23:36:44"
"2024-02-26";"B";"11-12 AM";11.82;14.17;9.97;12.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C Heavy";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-26 23:37:14"
"2024-02-26";"C";"1-2 AM";11.83;14.17;10.37;13.57;61.1;73.7;80.7;91.7;86.8;87.7;0.0;0.0;66.9;93.7;50.2;95.3;55.9;76.2;59.0;65.2;70.5;71.4;0.0;0.0;41.4;87.3;52.0;82.3;33.8;89.3;1.97;"C Heavy";0.0;0.0;0.0;0.0;62.1;63.2;844.0;61.5;62.2;599.0;59.8;60.2;224.0;0.0;0.0;0.0;0.0;"2024-02-27 09:46:38"
